Parametre;Coefficient de corellation;Count;Top;List
Carbendazime;-0.06312285192857144;14;-0.647257918;-0.647257918,-0.607442521,0.477873751,0.451473125,0.429949475,-0.413852475,-0.347931206,-0.209195679,0.201979626,-0.141189145,-0.083123689,-0.081937012,0.044873027,0.042060714
Benzo(b)fluoranthène;0.0631185527083333;24;0.946102438;0.946102438,0.901352002,-0.681512926,-0.617117251,0.614684781,0.567044991,-0.395090821,0.394867521,0.385287928,-0.376716625,-0.353260674,0.303300587,-0.212042953,-0.173759344,0.160634828,0.150082539,0.07739577,-0.0710216,-0.059931379,0.043090581,-0.038026443,-0.037386692,-0.008185834,-0.004946159
Dichloroaniline-2,6;0.06304201819999998;25;0.754803043;0.754803043,0.723781553,-0.556317479,0.508345325,-0.487052708,0.466681841,0.459760204,-0.378704183,0.356353034,-0.325607793,-0.297535858,0.287675997,0.274329575,-0.248659362,0.247541465,-0.237752917,-0.225610228,0.215860522,0.153602121,-0.151400368,-0.145818085,0.10192815,0.100383797,-0.098432524,0.077895333
Biphényle;0.062369419520000004;25;0.853230367;0.853230367,0.648311001,0.591955902,0.534492591,-0.468107495,0.458833646,0.402291464,-0.340592652,-0.292541357,-0.274875054,-0.256451551,-0.234397323,0.229045275,0.226798584,-0.219570916,-0.196572774,0.19434029,-0.179275268,-0.172609057,-0.169666654,0.125346815,0.11082129,-0.021367137,0.015490578,-0.005695077
Triticonazole;-0.062281711727272725;22;0.683221899;0.683221899,-0.561132303,-0.48850421,-0.446291428,-0.429117703,0.412265333,-0.397378643,0.377159722,0.365662606,-0.358378172,-0.337318922,-0.331353378,0.313903114,0.294732351,-0.278354822,0.241666111,-0.176162316,-0.131111016,-0.109949748,0.108192817,-0.061901253,-0.060047697
Hexachloroéthane;0.06209591558333335;12;0.617429654;0.617429654,0.515883979,0.399384141,-0.363269431,0.318449527,-0.28240514,-0.213726213,-0.209393793,0.087058595,-0.059687426,-0.046764335,-0.017808571
Indéno(1,2,3-cd)pyrène;0.06207099366666668;24;0.923224083;0.923224083,0.913709236,0.605920168,0.52941643,-0.523508609,-0.483625467,-0.444438569,-0.389074139,-0.28534098,0.281888874,0.256658066,-0.249652915,0.229665068,0.215730786,0.10571375,-0.0746087,0.074507294,-0.060105518,-0.052773627,-0.047031938,-0.045103539,0.009764265,-0.003942287,0.002712116
Fluoranthène;0.061921166708333336;24;0.96145166;0.96145166,0.858691055,-0.744757799,0.583717845,0.464141894,0.445886852,-0.378708409,-0.363808351,-0.325605813,0.284309072,-0.22961792,-0.224869186,0.182699343,0.160733148,-0.1356688,0.125004034,-0.058956765,-0.057204171,-0.02815224,-0.025266384,0.011829313,-0.011119858,-0.007151591,-0.001468928
Terbuméton;-0.061861466840000004;25;0.721122035;0.721122035,0.485847846,0.391790114,-0.383862966,0.373204359,-0.37216393,-0.367928299,-0.357807995,-0.304916025,-0.271048796,-0.26456325,-0.201878507,-0.19973427,0.196384943,-0.191925309,-0.173924025,-0.150879395,0.145507016,-0.13770835,-0.132444747,-0.13022022,-0.078340998,-0.072905852,-0.060871183,-0.007268867
Anthracène;0.06185295258333334;24;0.887680208;0.887680208,-0.749471328,0.672950133,0.616097519,-0.463405824,-0.447693946,0.431804865,0.306278443,0.295895893,-0.266780967,0.23852894,-0.194175628,-0.178199675,-0.116009533,0.109311543,0.103985726,0.09012946,0.080360279,0.079169611,-0.061105252,0.048487354,-0.023622068,0.013889169,0.01036594
Thiafluamide;-0.061839484850000015;20;0.855194592;0.855194592,0.683221899,-0.561132303,-0.48850421,-0.448782765,-0.446291428,-0.404322992,-0.379076521,0.368805432,-0.358378172,-0.337318922,0.313903114,0.294732351,-0.161509562,-0.160830202,-0.109949748,0.108192817,-0.088372314,0.043550568,0.040078669
p-(n-octyl) phénol;0.06141291936;25;0.901008284;0.901008284,0.590375743,-0.53293871,0.532286497,0.439545161,-0.368773747,0.354787438,-0.300894507,-0.292158748,0.239049522,-0.190682617,-0.189856929,0.1826531,-0.166085175,0.153624513,0.082194013,-0.076325575,0.063710657,0.061264042,-0.060661607,0.055567474,0.031376257,0.029522068,-0.025831022,0.022566852
Hexachlorobutadiène;0.06076972032000001;25;0.881802566;0.881802566,0.590375743,0.540155289,-0.53293871,0.446854289,0.401150981,-0.311389,-0.300894507,-0.292158748,-0.235382907,0.229137757,-0.190682617,-0.166085175,0.153624513,0.130280246,-0.087878646,-0.076325575,0.072568977,0.063710657,0.05983265,0.059805664,0.055567474,0.031376257,-0.025831022,0.022566852
Desmethylnorflurazon;0.060444936499999984;22;0.910542729;0.910542729,0.618528096,0.506893493,0.493145003,-0.468107495,0.434162594,0.422163764,0.3482035,-0.340592652,-0.292541357,-0.274875054,-0.256451551,-0.234397323,0.229045275,-0.219570916,-0.196572774,-0.179275268,-0.177685594,-0.172609057,0.150862596,0.015490578,0.013430016
Esfenvalerate;0.05988689512;25;0.837782389;0.837782389,0.637447478,-0.511101312,0.507974808,0.483440933,0.439073936,0.428748223,-0.418708196,-0.408500207,-0.232570011,-0.216215622,-0.1922625,0.191447063,0.188977169,0.146203711,-0.143500515,-0.125043075,0.103502917,-0.089864462,-0.084916821,0.074990364,-0.070856349,-0.05084018,0.01848261,-0.016519973
Diallate;0.05954254209090908;11;0.890385586;0.890385586,-0.483626359,0.411632929,-0.309651989,0.172496762,0.139455294,-0.12546706,0.067666281,-0.054890079,-0.041221782,-0.01181162
Triadiménol;0.059513913937499996;16;0.776833147;0.776833147,0.721122035,0.490934455,0.46929617,-0.384948515,-0.358965052,-0.198129574,-0.182540751,0.13596273,-0.13022022,-0.127496632,-0.120543668,-0.072905852,-0.046964147,-0.034374241,0.015162738
PCB 44;0.05861051177777779;18;0.650319722;0.650319722,0.602650969,-0.527747543,0.502317154,-0.496380332,0.447862131,-0.432712311,0.366351574,-0.302134115,0.298349416,-0.200146864,0.16408162,-0.151681532,0.138338669,0.124510033,-0.083123689,-0.051048819,0.005183129
Pyriméthanil;-0.0572750448;25;0.872572513;0.872572513,-0.784795923,-0.650927185,0.585298561,-0.525450667,0.463858415,-0.46018669,-0.399877384,-0.36449024,-0.340586179,0.267944149,0.263023906,0.246440347,-0.233604913,-0.219429359,0.186460947,-0.155005854,-0.145637258,0.123122851,-0.108772925,-0.097442507,0.0753454,-0.059237483,0.052027608,-0.02252625
Acrinathrine;0.05725593395999999;25;0.828402388;0.828402388,0.656551701,0.588754288,0.529416187,-0.527650331,-0.508820276,-0.442615696,0.439073936,-0.408500207,-0.333899046,0.303357153,-0.216152022,0.182959122,-0.181027532,0.174445141,0.150750927,0.136455067,0.128757532,-0.08477131,0.080126656,-0.079743448,-0.06906477,0.05838114,0.041310249,-0.0150985
Buprofézine;-0.05720302396000001;25;-0.5902557;-0.5902557,-0.515685196,0.498660859,-0.477745785,-0.468644107,-0.444171389,0.424655729,0.36121282,0.335749018,-0.294704342,0.282817967,-0.240925086,-0.210696449,0.206126163,-0.179579352,0.15890535,-0.143749147,-0.114263475,-0.110172375,0.101737191,-0.098765708,0.069687398,0.027445242,-0.011644154,0.003928929
Phosalone;-0.05711811903999998;25;-0.801292381;-0.801292381,0.765620343,-0.491347091,-0.474669494,0.460219166,0.456090853,-0.397732465,-0.388198057,-0.378527051,0.292113272,-0.287672485,0.28276035,-0.273357435,0.266825297,-0.230640061,0.181206515,-0.166251508,-0.132855909,0.099824308,-0.085132849,-0.061209166,-0.042657814,-0.032124169,0.011054855,0
Benfluraline;0.05707159588;25;0.904371065;0.904371065,0.590354842,-0.564074641,0.503450939,-0.431542164,-0.418778181,0.359072448,-0.264213421,-0.215979167,0.212640874,0.209651832,0.19167481,0.168206767,0.149074763,0.142654325,-0.141225875,-0.13468055,-0.11038274,-0.091906544,0.086780064,0.077733916,0.070652208,0.057743875,0.052048053,0.023462399
Métosulame;-0.05681512078260869;23;0.847936069;0.847936069,-0.547317287,0.532903009,-0.53215204,-0.422242703,-0.394026447,-0.373517483,0.372337159,-0.268333344,0.163432075,-0.150750927,-0.147211438,0.143044139,-0.138599177,-0.126803003,-0.12006049,-0.076037142,-0.044350185,0.041085919,-0.037474825,-0.024576133,-0.014939342,0.010905818
Demande Biochimique en oxygène en 5 jours (D.B.O.5);-0.05674279578124999;32;-0.565843827;-0.565843827,0.458588719,0.456100023,0.415773597,-0.400337297,-0.358861681,-0.346617294,-0.326307567,0.323631197,-0.300328288,-0.262968733,-0.248529496,-0.239602257,0.213534105,0.213491682,-0.207592156,0.189655021,-0.174923786,-0.15034583,-0.144267883,-0.142314079,0.107276879,-0.095521976,-0.095366165,-0.082142878,-0.064359425,-0.053972289,0.045730688,0.033054997,-0.021815859,0.017629933,-0.00821754
Metrafenone;-0.05647930138888887;18;0.854504531;0.854504531,-0.829599234,-0.690902594,-0.566450414,0.528404869,0.505188575,-0.407193204,-0.400505049,-0.397230673,0.236875213,0.229161164,0.228697632,-0.20283761,-0.151282269,0.145869516,0.132862634,-0.124000875,-0.108189637
Trichloroéthane-1,1,2;0.05626148148000004;25;0.86709237;0.86709237,0.580149113,0.561757592,-0.500910534,-0.457791026,0.445858425,0.426657077,0.387306423,0.383920562,-0.375814689,-0.361483891,-0.358514111,0.348728411,-0.33212188,0.283484845,-0.267051242,-0.177919792,0.176190303,-0.175515236,0.14268241,-0.122444153,-0.072142481,0.069472403,-0.048527597,-0.016526265
Diclofop-méthyl;0.05613411575999999;25;0.677260406;0.677260406,-0.42327823,0.40819371,0.403151956,0.369654098,0.359165382,0.35480556,-0.332359266,-0.314972441,0.312158813,-0.283794149,0.246731886,-0.210256472,0.176213984,-0.167175399,0.163856238,-0.157604558,-0.155529174,-0.113239096,0.097827066,0.046886545,-0.046015894,-0.038684774,0.02408412,0.006272583
Tétrachloroéthane-1,1,1,2;0.05595813991666667;12;0.616203689;0.616203689,0.54841966,-0.546459067,0.280960347,-0.228988251,-0.214126453,0.21061617,-0.198462511,0.119256959,0.07599696,0.015160218,-0.007080042
Terbutryne;-0.05575751051999999;25;0.851694628;0.851694628,-0.780607232,0.6548941,-0.640982087,-0.590459054,0.559906276,0.492211679,-0.489236474,-0.458754481,-0.404547895,-0.374971586,-0.359486739,-0.277973954,0.222350807,-0.187747153,0.158044458,-0.118795416,0.09651931,0.090443629,0.088282765,0.07590526,0.072878767,-0.036900055,-0.022333473,-0.014273843
Alachlore;-0.05575647751999999;25;0.868279899;0.868279899,-0.807664994,-0.666116343,0.582809257,-0.554982767,0.465610666,-0.434756163,-0.380801363,-0.365319112,-0.357311929,0.345759412,-0.296004038,0.236652164,0.215050498,0.182210232,-0.161578572,-0.154200193,0.123708436,-0.11140661,-0.102008683,-0.077142266,0.066071242,-0.057539155,0.0491109,-0.002342456
Méthabenzthiazuron;-0.05548087251999998;25;0.774502981;0.774502981,-0.69522452,-0.591477316,0.524955383,-0.51979304,-0.514981719,0.476937443,0.385367768,-0.331459298,-0.270337462,-0.263497778,-0.229651399,0.201835086,-0.193601407,0.193117709,-0.16469258,-0.134738089,-0.120772468,0.119324075,0.097034161,-0.067552713,-0.066856023,-0.064738221,0.062540807,0.006736807
Iprodione;-0.05544775127999999;25;0.774502981;0.774502981,-0.69522452,-0.591477316,0.524955383,-0.51979304,-0.514981719,0.476937443,-0.398300849,0.385367768,-0.270337462,-0.263497778,-0.229651399,0.201835086,-0.193601407,0.193117709,-0.16469258,-0.120772468,0.119324075,0.097034161,-0.067552713,-0.067068507,-0.066856023,-0.064738221,0.062540807,0.006736807
Chrysène;0.0554369437083333;24;0.909259858;0.909259858,0.898536125,-0.697513428,0.695755371,-0.492136008,0.488037895,-0.442274523,-0.43989682,0.364477033,-0.363120081,-0.305869485,0.292177734,0.258814472,0.223687261,-0.143861531,-0.114483078,0.063396391,0.054964438,0.032299577,0.022639047,0.011013979,0.00804093,0.003915348,0.002626144
Atrazine déséthyl;0.05497387600000001;25;-0.753711684;-0.753711684,-0.712245569,0.678489239,0.563178608,0.535922678,0.509663489,0.503935288,0.406179082,-0.393294169,-0.363614945,-0.298068588,0.250934152,-0.239743277,0.218927166,0.2135855,-0.190238462,0.173193793,0.171972959,-0.158651642,0.102683532,0.083248581,0.04121299,0.030958614,-0.001349803,0.001179368
Fluorène;0.054846874208333334;24;0.82315244;0.82315244,-0.584643954,-0.506611175,0.487588993,-0.422066241,0.401286033,-0.386619948,0.369830781,0.367803256,0.345873653,0.314423811,-0.233855022,0.211998493,0.1789507,-0.174267171,0.161358118,0.152138079,0.107424677,-0.099918832,-0.099323259,-0.077817079,-0.052817109,0.042496282,-0.010060545
AZOXYSTROBINE;-0.054734837217391294;23;-0.542111068;-0.542111068,-0.536854002,0.524313484,-0.458864877,0.432467631,-0.419876525,0.365797955,0.341380696,-0.287627502,-0.260964217,0.250087404,0.225892415,-0.20698467,-0.185683575,-0.183184075,-0.176648519,-0.164153301,-0.085605709,0.08478771,0.075628468,0.072199538,-0.062605176,-0.060293341
Chloroforme;-0.05468993026666666;15;0.615750172;0.615750172,-0.491347091,0.454745545,-0.298542098,0.297921796,-0.287672485,-0.285571553,-0.230640061,-0.166251508,-0.120358901,-0.109924753,-0.107426657,-0.042657814,-0.032124169,-0.016249377
Methamidophos;-0.05468993026666666;15;0.615750172;0.615750172,-0.491347091,0.454745545,-0.298542098,0.297921796,-0.287672485,-0.285571553,-0.230640061,-0.166251508,-0.120358901,-0.109924753,-0.107426657,-0.042657814,-0.032124169,-0.016249377
Dichloroéthylène-1,2 trans;-0.05468993026666666;15;0.615750172;0.615750172,-0.491347091,0.454745545,-0.298542098,0.297921796,-0.287672485,-0.285571553,-0.230640061,-0.166251508,-0.120358901,-0.109924753,-0.107426657,-0.042657814,-0.032124169,-0.016249377
Fénuron;-0.05460302744;25;-0.549558698;-0.549558698,0.540503878,-0.409985627,0.391790114,-0.389008807,0.376942226,0.373204359,-0.357807995,-0.271048796,-0.261807703,-0.201878507,0.196384943,-0.173924025,0.144705247,-0.141837467,-0.13770835,-0.136802535,0.136069039,-0.1342472,-0.122938372,-0.111662531,-0.060871183,-0.039278817,-0.017040012,-0.007268867
Atrazine déisopropyl déséthyl;-0.05448064499999999;13;0.632501544;0.632501544,-0.560259117,0.539493794,-0.538254177,-0.336553263,-0.326419399,-0.166871388,0.142402536,-0.101164667,0.058465851,-0.049810263,-0.024203392,0.022423556
Dichloropropène-1,3 cis;0.05406540785714283;21;0.922760767;0.922760767,0.638874489,-0.580119056,0.488836059,0.449142394,0.399686692,-0.317255925,0.306435701,-0.296354347,-0.284754573,-0.274877506,0.258787798,-0.251275294,-0.165410608,0.162642032,-0.149304154,-0.132901656,0.118319399,-0.112444722,-0.023816321,-0.021597604
Dichloropropène-1,3 trans;0.05406540785714283;21;0.922760767;0.922760767,0.638874489,-0.580119056,0.488836059,0.449142394,0.399686692,-0.317255925,0.306435701,-0.296354347,-0.284754573,-0.274877506,0.258787798,-0.251275294,-0.165410608,0.162642032,-0.149304154,-0.132901656,0.118319399,-0.112444722,-0.023816321,-0.021597604
Fenpropidine;-0.05344305940000002;25;0.630195508;0.630195508,0.520379818,-0.483829639,-0.445957326,0.413456787,-0.373875361,-0.362641988,-0.311643116,-0.29823738,-0.272730301,0.243901091,-0.219775736,0.207106843,-0.188618806,0.169592359,-0.159114754,-0.15396693,-0.114952111,0.112785319,-0.091339525,-0.082224871,-0.080559996,0.035365728,-0.031025073,0.001632975
Dichloronitrobenzène-2,5;0.052872745520000014;25;0.613147396;0.613147396,0.533511711,-0.533128874,-0.474506358,-0.418816912,0.387026015,0.3832017,0.373045946,0.34717824,-0.282480965,-0.201348834,0.186870894,0.181926515,-0.177508177,0.174582467,-0.152591019,0.14562241,0.138281644,0.095314782,0.066364884,-0.043722914,0.027941941,-0.026591463,-0.026270438,0.004768047
Triphénylétain cation;0.05250013271428571;14;-0.562083572;-0.562083572,0.432712311,0.428331335,0.426090341,-0.358441875,0.29503269,-0.235044652,-0.196678774,0.187577447,0.151681532,0.127655171,-0.126660012,0.094605228,0.070224688
Silice;0.052408659041666646;24;-0.827668908;-0.827668908,0.775281922,0.708229429,0.68069571,0.650021323,0.543294434,-0.518434,0.413030994,0.391171183,-0.360039268,-0.329230143,-0.311570245,-0.256448796,0.228925637,-0.169888659,-0.1679331,-0.152820782,-0.149474321,0.064604325,0.041079405,0.038911979,-0.027822748,-0.015827507,0.009719953
Tétrachloroéthylène;0.05220687030434784;23;-0.554440184;-0.554440184,0.538612594,-0.522655487,0.462894058,-0.456743156,0.382952375,0.352218869,0.350958477,-0.339407825,0.269472286,0.242006776,-0.224869186,0.216414358,0.208553331,0.198614531,-0.198429219,0.182699343,0.156600831,-0.133227274,0.123142314,-0.067509725,0.043174361,-0.030274431
Bromadiolone;0.05197922565217391;23;0.860220875;0.860220875,0.490638556,-0.480175126,-0.469838806,0.416942478,0.412602906,-0.378201066,0.352774748,0.347397603,-0.343471548,0.272368277,-0.263217092,-0.218156063,-0.217585884,0.206930142,0.153464961,-0.151601182,0.129466192,0.096052096,-0.073502662,0.072691242,-0.028683506,0.008405049
Taux de saturation en oxygène;-0.051830493843750006;32;-0.726839238;-0.726839238,0.581161512,0.576614985,-0.50998785,-0.508609753,-0.443952154,0.440621088,-0.422026284,-0.4082974,-0.404662088,-0.387455134,-0.274181044,-0.267638363,0.247845892,-0.197859065,0.192045817,0.190308457,0.189652476,0.157215049,0.147504399,0.129085721,-0.097285876,0.092630427,-0.076394219,0.071675317,0.046929736,0.046897295,-0.035136559,0.034695474,-0.027451382,-0.012442657,-0.003240382
Propargite;0.051621128999999974;25;0.898992468;0.898992468,0.614071417,0.598506243,-0.493652017,0.451848142,0.431649319,-0.358109758,0.298906069,-0.295840099,-0.291953656,-0.279813384,0.23824896,-0.230874378,0.188977169,-0.17066464,-0.121568282,0.119644225,-0.114771866,-0.110985628,0.086754784,-0.051390945,-0.039158635,-0.029580467,-0.02783713,-0.020869686
Carbone Organique;0.05150906690625;32;0.732155245;0.732155245,-0.698326271,0.522892218,0.480984819,-0.478674134,-0.477918232,-0.476755262,-0.473838405,0.451488929,0.423131214,-0.384911022,0.325200625,0.286765234,0.285128869,0.282268882,0.272449227,-0.271296528,0.270613675,0.260453043,0.231664381,0.230840558,0.216938463,-0.207134924,-0.174677976,0.174327345,-0.150854483,0.143992682,-0.114255484,-0.111794626,0.097727594,-0.065533126,0.045237611
2 Chloro 6 methyl phenol;-0.0513578929333333;15;-0.829599234;-0.829599234,0.817345477,-0.690902594,0.528404869,0.505188575,-0.407193204,-0.397230673,-0.379869781,-0.249726601,0.236875213,0.229161164,-0.20283761,0.145869516,-0.124000875,0.048147364
Sulfotep;-0.05108190988;25;0.682303499;0.682303499,-0.630265946,0.489776612,0.47500242,-0.433318917,-0.406012172,-0.354092421,-0.340910233,-0.337518556,0.334832612,0.28218532,-0.273675408,-0.233109087,0.211151867,-0.205539609,-0.186331949,-0.12162651,-0.096861535,-0.095333051,-0.089270835,0.079914174,-0.058743759,0.047230736,-0.009931631,-0.006903368
Chlorfenvinphos;-0.05074305828000001;25;0.864721656;0.864721656,-0.78620327,-0.703923187,0.604346538,0.486428939,-0.478247431,-0.461213861,-0.421534369,0.397680925,-0.383761544,-0.376656317,-0.323442618,-0.301985132,-0.277596844,0.241739905,0.218411615,0.200730628,0.196524331,0.172794021,-0.166969835,0.164652629,-0.137208805,-0.121011675,0.088703371,0.034443873
Cymoxanil;-0.05072092655999999;25;0.781676975;0.781676975,0.719491117,0.539726442,-0.524537971,-0.513894834,-0.494568831,0.473931316,0.458149329,-0.453810621,-0.365063612,-0.313209216,-0.303079477,-0.241869112,-0.221290755,-0.192615021,-0.188905659,-0.187980744,-0.150036216,-0.136093684,-0.123052984,0.091646796,0.063091868,0.028067207,-0.010714775,-0.003080702
