Parametre;Coefficient de corellation;Count;Top;List
Aclonifène;-0.023243935439999995;25;0.846711143;0.846711143,0.656481621,0.627822224,-0.595829749,-0.505606135,-0.415685118,-0.41369615,0.410877035,-0.3971715,-0.377436807,-0.377133743,-0.323887339,-0.32036643,0.293969045,-0.262797744,-0.25704143,0.230925185,0.219800787,0.171779816,0.114408781,0.087243925,-0.046545188,0.026177143,0.02196522,0.003937022
Azinphos méthyl;-0.02229137323999999;25;0.657880869;0.657880869,-0.569760999,-0.522655487,0.462894058,-0.456743156,-0.417566981,-0.413503632,-0.390071194,0.363169944,-0.339407825,0.314429148,0.307702075,0.30167461,0.267505739,0.242006776,-0.224869186,0.202096791,-0.198429219,-0.189242415,-0.131882956,0.112483297,0.080957973,-0.053636936,0.048615472,-0.010931097
Benzène;-0.02229137323999999;25;0.657880869;0.657880869,-0.569760999,-0.522655487,0.462894058,-0.456743156,-0.417566981,-0.413503632,-0.390071194,0.363169944,-0.339407825,0.314429148,0.307702075,0.30167461,0.267505739,0.242006776,-0.224869186,0.202096791,-0.198429219,-0.189242415,-0.131882956,0.112483297,0.080957973,-0.053636936,0.048615472,-0.010931097
Tétrachlorvinphos;0.02229137323999999;25;-0.657880869;-0.657880869,0.569760999,0.522655487,-0.462894058,0.456743156,0.417566981,0.413503632,0.390071194,-0.363169944,0.339407825,-0.314429148,-0.307702075,-0.30167461,-0.267505739,-0.242006776,0.224869186,-0.202096791,0.198429219,0.189242415,0.131882956,-0.112483297,-0.080957973,0.053636936,-0.048615472,0.010931097
Fonofos;-0.02229137323999999;25;0.657880869;0.657880869,-0.569760999,-0.522655487,0.462894058,-0.456743156,-0.417566981,-0.413503632,-0.390071194,0.363169944,-0.339407825,0.314429148,0.307702075,0.30167461,0.267505739,0.242006776,-0.224869186,0.202096791,-0.198429219,-0.189242415,-0.131882956,0.112483297,0.080957973,-0.053636936,0.048615472,-0.010931097
Terbuthylazine;0.02225715436000001;25;0.89964664;0.89964664,0.820362571,0.785480678,-0.780607232,-0.688804911,0.6548941,-0.601790934,-0.540064425,0.50622091,0.433454154,-0.429288267,-0.333757409,-0.292147774,0.249013402,-0.21682345,0.20309158,-0.187747153,-0.163950493,0.147747753,-0.138338562,0.090443629,0.087081669,0.072878767,-0.062351672,0.041785288
Lufénuron;0.021823976923076922;13;0.880831658;0.880831658,-0.496380332,-0.453117988,-0.347780827,0.256030923,0.218445689,0.187435305,0.101473411,-0.097605255,0.093313611,-0.063932453,0.059490953,-0.054492995
Tétradifon;0.02166472112;25;0.769631306;0.769631306,-0.590375743,-0.431211049,-0.392436574,0.3892946,0.280774362,0.26921953,0.255264227,-0.221082677,0.217491946,0.166085175,-0.154194737,-0.130916881,0.11311209,0.112244058,0.076325575,-0.066985396,-0.063710657,0.062496449,-0.055567474,0.031913955,-0.031376257,-0.027826579,-0.027445626,-0.009105595
Propanil;-0.02123423584;25;0.841257201;0.841257201,0.720531317,0.601339768,0.476340585,0.424538918,-0.383166275,-0.369761956,-0.355455251,-0.34339832,-0.340366098,-0.33314329,-0.308842935,-0.30355584,-0.287217449,-0.216704471,-0.209513741,-0.161684722,0.150291536,-0.142847881,0.102407476,-0.087257903,-0.040878814,0.030343285,0.004335096,0.001553868
Fipronil;0.021183503600000014;10;0.911678706;0.911678706,-0.784808366,0.542564843,-0.497380937,-0.470543267,0.363363439,0.178376517,-0.164819984,0.116731293,0.016672792
1,2,3,4-Tétrachlorobenzène;0.019861431000000027;25;0.897923021;0.897923021,0.751013313,0.567439306,0.493027828,0.446951343,-0.40409251,-0.390986414,-0.344370698,-0.335393986,-0.330842463,-0.318514188,0.223646291,-0.211587241,-0.198358296,-0.166810393,0.152387516,-0.150662527,-0.137137176,-0.097493157,0.081589244,0.074630932,0.059139508,-0.057784573,-0.05644525,-0.050733655
Trifloxystrobine;-0.019254293719999992;25;0.752425712;0.752425712,-0.533084226,0.499482111,0.496271018,0.473851413,-0.468293324,-0.412603426,-0.385363508,0.349982243,-0.292537007,0.273786812,-0.223512931,-0.202167812,-0.190842926,-0.168753422,-0.166775109,-0.155955214,0.134994534,-0.127624625,0.11268244,-0.081323106,-0.064621076,-0.056822394,-0.046290108,0.001736588
Plomb;0.01912952490476192;21;0.841108901;0.841108901,0.73546655,-0.619727689,0.359134493,-0.35203351,-0.351885962,0.31674403,-0.311064201,0.235891076,0.21823138,-0.169914881,0.169563035,-0.165636191,-0.152039171,-0.149885086,-0.148774359,0.085843568,-0.082328336,-0.080659521,0.050337545,-0.026651648
Dinitrocresol;-0.019040032959999995;25;0.643463584;0.643463584,-0.478264169,0.46335245,0.415055167,-0.315747804,0.307920367,-0.307351461,-0.265871828,0.264866243,-0.255835352,-0.247442351,0.197358312,-0.174281297,-0.153950688,-0.145249509,-0.113278977,0.104950723,-0.102202659,-0.063306354,-0.048098372,-0.043640248,-0.042442359,-0.040074997,-0.038356454,-0.037572791
Quinoxyfen;-0.018869912640000007;25;0.896643913;0.896643913,0.739365588,0.573800627,-0.482405177,0.448190471,-0.425380017,-0.411317606,0.391433628,-0.387549144,-0.365663069,-0.348037239,-0.33548447,-0.31845913,-0.280457281,-0.262115466,0.220564403,-0.180951954,-0.151242916,0.146504157,0.073120628,0.058699467,-0.057175667,-0.055495253,0.027028125,0.014635566
Piclorame;-0.018844973769230774;13;0.809932731;0.809932731,-0.510230048,-0.496380332,0.485149703,-0.328942753,-0.288292371,-0.206392322,0.178531133,0.155507038,-0.108135196,0.10423455,-0.059946387,0.019979595
Pirimicarbe;-0.018755906000000006;14;-0.53215204;-0.53215204,-0.518946957,0.347605562,0.333541211,0.268089961,-0.206295494,-0.188570258,0.163432075,0.143044139,0.122725885,-0.110517312,-0.044350185,-0.037474825,-0.002714446
Dibromoéthane-1,2;-0.018669499095238126;21;0.861539973;0.861539973,0.727897727,0.617217366,-0.602045779,-0.483658959,0.471458315,-0.443690197,-0.42476532,-0.411931529,0.332865001,-0.311117169,-0.289348269,-0.289322279,-0.2625253,0.226155126,-0.162045124,0.143870153,0.082824873,-0.081015488,-0.072575889,-0.021846713
Difethialone;0.018568979444444442;9;-0.478254143;-0.478254143,-0.339654966,0.323441025,0.312019426,-0.268765921,0.263441155,0.154561167,0.129502886,0.070830186
Chrome;-0.01808639699999999;21;0.87983331;0.87983331,0.560368293,-0.522655487,0.509645838,-0.433276895,-0.432166159,-0.406677484,-0.35787783,-0.297694186,0.278577748,-0.230510745,0.222922158,0.193762875,-0.190578875,-0.168224,0.129806897,-0.103888946,0.085501105,-0.082267797,-0.07642373,0.062009573
Diisobutyl phtalate;0.01796937088000001;25;-0.789803461;-0.789803461,0.682527262,0.676623856,0.663164846,-0.623304482,0.552409907,-0.479973076,-0.416549714,-0.37792084,-0.376699391,0.339335234,0.293377832,0.290896179,-0.251192741,0.244564661,-0.206677675,-0.180843675,-0.154857912,0.151639746,0.132067592,0.118970268,0.0938293,0.040696401,0.016264338,0.010689817
Dichloroéthylène-1,2 cis;0.017893230880000006;25;-0.618727354;-0.618727354,0.57130419,0.48339072,-0.453793956,-0.443678519,0.386107827,0.364780063,-0.352540561,0.349842606,-0.333072213,-0.301794599,-0.278923402,0.265176092,0.249214214,0.233860546,0.232493603,-0.215214138,0.198750468,0.170601997,0.164517695,0.156794899,-0.150775557,-0.122444153,-0.092013431,-0.016526265
Dichloromonobromométhane;0.017820289680000018;25;-0.618727354;-0.618727354,0.57130419,0.48339072,-0.453793956,-0.443678519,0.41535792,0.364780063,-0.352540561,0.349842606,-0.333072213,-0.301794599,-0.278923402,0.265176092,0.249214214,0.233860546,-0.215214138,0.20141998,0.198750468,0.170601997,0.164517695,0.156794899,-0.150775557,-0.122444153,-0.092013431,-0.016526265
Aminotriazole;-0.017726862555555542;9;-0.443696827;-0.443696827,-0.376450347,0.364278936,0.348006573,-0.328523271,0.272522469,-0.083052002,0.071916823,0.015455883
Propachlore;0.01771024266666664;12;0.889278543;0.889278543,-0.638238041,0.6,-0.523707219,0.376466637,-0.311674913,-0.188858582,0.187745673,-0.098274105,-0.092450406,0.040885445,-0.02865012
Phosphate de tributyle;0.01737380764000002;25;0.831963759;0.831963759,-0.789642124,0.648926016,0.525089268,0.499120798,-0.426199149,-0.39864825,-0.384029577,0.365840275,0.349873893,-0.349493455,-0.317191032,0.312910852,-0.265462355,-0.250072205,0.197602083,0.19395793,-0.191818941,0.189742886,-0.161988533,0.145033777,-0.128527755,-0.119603175,-0.114154121,0.071114326
Fluroxypyr;-0.01732557051999999;25;0.815994624;0.815994624,0.752298386,0.657880869,-0.569760999,-0.565871155,0.55110388,0.475758524,-0.456743156,-0.451796922,-0.393276218,-0.390071194,-0.344060169,-0.339407825,-0.258679842,0.242006776,0.202096791,0.143141469,-0.142110907,-0.132945422,-0.12248732,-0.105655772,-0.086041831,0.080957973,0.022474196,-0.017944019
Flumioxazine;-0.01732519772727274;22;0.8546299;0.8546299,-0.751468186,-0.709238434,0.565588,-0.487583683,0.433785938,-0.415543765,0.358161841,-0.350760346,-0.340235154,-0.335816335,0.331873071,-0.329966554,0.304370626,0.255906018,-0.153336506,0.125337359,0.122550749,0.116002618,-0.049466669,0.041647158,0.032408004
Néburon;-0.016525264879999998;25;-0.63584561;-0.63584561,-0.615750172,-0.543771458,0.491347091,-0.476010709,0.474721924,-0.454745545,0.421047492,-0.343608052,-0.331727227,0.298542098,-0.297921796,0.287672485,0.285571553,0.230640061,0.223274014,0.166251508,0.120358901,0.109924753,0.107426657,0.042657814,0.032124169,-0.024892784,0.016249377,0.003331834
asulame;-0.016512868625000007;16;-0.419876525;-0.419876525,0.392090399,-0.387141144,0.332072848,-0.310360823,0.251831153,0.235248134,-0.176162316,0.143044139,-0.138306388,-0.129177084,-0.118334416,-0.110517312,0.10887133,0.086167529,-0.023655422
Pendiméthaline;0.016302076880000013;25;0.905242532;0.905242532,0.739365588,-0.482405177,0.479223547,-0.425380017,-0.412606706,0.399669479,0.391433628,-0.387549144,0.377160036,-0.365663069,-0.33548447,0.324690674,-0.31845913,-0.280457281,-0.262115466,0.24834378,-0.222561172,-0.180951954,0.164658639,0.16097683,-0.151242916,0.027028125,0.014635566,0
PCB 118;0.016202047879999994;25;0.743038654;0.743038654,-0.711868295,0.699546679,-0.516275754,0.50154371,-0.471285129,0.443357952,-0.40496564,0.400403037,0.377386714,-0.366721423,-0.365478621,0.34806633,-0.314923365,0.303084654,0.268306838,-0.242318677,-0.238347193,0.174647194,-0.151870958,-0.129866662,-0.094877385,0.077402353,0.044591547,0.032474637
Prothioconazole;-0.016132978099999994;10;-0.683221899;-0.683221899,0.435838171,0.401133309,0.391840276,-0.376332864,-0.369652444,0.109949748,-0.108192817,0.089393424,-0.052084685
Diflufenicanil;-0.015948408960000007;25;0.89006388;0.89006388,-0.765293295,0.61778487,-0.587284566,-0.559984357,0.550532597,0.517702883,0.464855105,-0.440039875,-0.360331925,-0.346644029,0.292047401,-0.218782053,-0.192494737,-0.178855643,-0.157345143,-0.15581238,0.149595496,0.144110211,0.117720763,0.108067014,-0.107275969,-0.095203152,-0.071464213,-0.014379107
Molinate;0.015822820090909098;22;0.712973496;0.712973496,0.672847692,0.627459235,-0.54580263,-0.522762092,0.495407296,-0.472133089,-0.460123405,0.35708382,0.351356152,-0.327148343,0.286702981,-0.275153805,-0.269178029,-0.178768622,-0.131125326,-0.113682969,0.112492383,-0.088407636,0.045911303,0.041540151,0.028613479
Rimsulfuron;0.015118228679999957;25;-0.785945605;-0.785945605,0.748302783,-0.656710745,0.630428333,0.59867899,0.548484918,-0.495414692,-0.445962234,-0.344788175,-0.340536887,0.331623482,0.302813142,0.271763213,-0.25790772,0.255978846,-0.252881081,0.215309592,-0.199740152,0.181986409,-0.164080041,0.144987314,0.091111056,0.060324269,-0.047236804,-0.012632494
Terbuphos;0.015014980999999983;25;0.869437018;0.869437018,-0.807491598,-0.580307065,-0.549843953,0.474947685,0.451999516,-0.422592881,-0.413614396,0.378063251,-0.339017155,0.316604025,0.298569863,0.279743147,0.244498778,-0.227837383,0.201055991,-0.199567573,0.146362504,0.144086218,0.142516518,-0.099032144,0.095877019,-0.048689393,0.009998511,0.009608022
Hexabromodiphényl éther (congénère 154);0.014954138499999976;14;0.848934785;0.848934785,-0.71723762,-0.493390221,-0.468993488,0.412090596,0.353934903,-0.329712035,-0.278314345,0.274415435,0.25667144,0.178619211,0.157489692,0.126395682,-0.111546096
Tribromodiphenyl ether (BDE28);0.014954138499999976;14;0.848934785;0.848934785,-0.71723762,-0.493390221,-0.468993488,0.412090596,0.353934903,-0.329712035,-0.278314345,0.274415435,0.25667144,0.178619211,0.157489692,0.126395682,-0.111546096
Nitrophénol-2;-0.014717571684210498;19;-0.829599234;-0.829599234,-0.690902594,0.645555305,0.565445508,0.505188575,0.490377933,-0.453478233,-0.430398798,-0.397230673,-0.378105001,0.357915212,0.327879633,-0.230331387,0.220748165,-0.20283761,0.145869516,0.060175666,0.029693022,-0.015598867
PCB 52;0.014618208759999989;25;0.652402446;0.652402446,0.614054756,-0.524763617,0.491263237,-0.468731388,-0.459019521,0.436974227,0.372796646,0.360297025,-0.325263326,-0.320896856,0.317505104,-0.312671395,0.246924745,-0.240944063,-0.218521303,-0.165255926,-0.163502803,-0.144291795,0.13440745,-0.12146745,0.096604173,0.054908003,0.036963365,0.015683485
Procymidone;-0.01434617267999999;25;-0.795660968;-0.795660968,-0.666092327,0.614133932,0.605802706,-0.571536345,0.561727415,0.519018197,0.48812947,0.481927291,-0.465276386,-0.461280123,-0.396961529,0.316950563,-0.25819889,-0.24254856,-0.227848112,-0.226719803,-0.142431581,0.132894669,0.127797269,0.113390463,0.072567786,0.056284654,0.049277124,-0.044001232
Fénarimol;-0.01400457403999996;25;0.87926442;0.87926442,0.718613652,0.589112831,0.460527717,0.40982412,-0.398432766,-0.374667153,-0.360513526,-0.359292798,-0.34907882,-0.33665416,-0.328882712,-0.326119778,-0.301619334,-0.233707666,0.193791119,-0.176858476,-0.176757396,0.091376577,-0.089483868,0.087622587,-0.067880674,0.057049193,0.022942237,0.019710323
Téflubenzuron;0.013660212363636378;11;0.900760482;0.900760482,0.728566323,-0.608695284,-0.414650081,-0.372787221,-0.311541065,0.278963106,-0.09497605,-0.058715273,0.053308966,0.050028433
TEFLUTHRINE;-0.013491775639999995;25;0.898992468;0.898992468,-0.70917248,-0.604441101,0.598506243,0.466225322,0.431649319,-0.420132303,-0.358109758,-0.310834936,-0.310683191,-0.29655365,-0.292007996,0.23824896,-0.238200933,0.236623448,0.207522284,0.188977169,-0.18100843,0.172182055,-0.163732065,0.119644225,0.086754784,-0.039158635,-0.029580467,-0.029004723
Cyperméthrine;0.013334492919999998;25;0.896316563;0.896316563,0.632820476,0.597973738,-0.46755933,0.443534692,0.39570695,-0.382340247,-0.360133269,-0.298836946,-0.287120191,-0.279313161,-0.272135458,-0.232958642,0.222981117,0.222625366,-0.217698486,-0.205833772,-0.201944666,0.154686222,-0.135294112,0.085895134,0.076528962,-0.057220365,0.04615495,-0.043473202
Chloro-4 Méthylphénol-2;0.013304484421052663;19;-0.829599234;-0.829599234,-0.690902594,0.645068204,0.613921661,0.523532128,0.505188575,0.445936069,-0.407193204,-0.397230673,-0.350799817,0.293354092,0.253912968,-0.246753607,0.229161164,-0.20283761,-0.200493486,0.145869516,-0.124000875,0.046651927
Pentachlorophénol;-0.013274316040000006;25;-0.670590625;-0.670590625,0.632828532,-0.575650084,0.572849242,-0.518941863,0.499553363,0.458082318,-0.422394705,0.406944581,0.360859382,-0.313325797,-0.300982546,-0.281965646,0.259593617,0.253585993,-0.242915771,-0.237443449,-0.163599298,-0.123717226,0.083664126,-0.070747172,0.058675162,0.036509421,-0.032729456,0
Didemethylisoproturon;0.012901253249999986;12;0.916239376;0.916239376,-0.631042881,-0.536625851,0.512804923,0.301091083,-0.300297434,0.206377452,-0.146339488,-0.140472928,-0.08600454,0.082025496,-0.022940169
Hexachlorocyclohexane gamma;-0.01271765591999998;25;0.923525242;0.923525242,-0.785945605,-0.656710745,0.501509807,-0.495414692,-0.445962234,0.387758754,-0.38068169,-0.340536887,0.338481879,0.312758077,0.302813142,-0.293871913,0.255978846,-0.199740152,-0.194303055,0.181986409,0.181147972,-0.164080041,0.146928948,0.126854821,0.064852436,-0.047236804,-0.019976531,-0.018077382
2,6-Dichlorobenzamide;-0.01265688748000002;25;0.89964664;0.89964664,0.715132236,0.55895358,-0.464435477,0.433454154,-0.413144618,-0.401561112,-0.387549144,0.382869016,-0.366906444,-0.365663069,-0.346818289,-0.321585804,-0.270063338,-0.218518919,0.20309158,-0.180951954,0.168557461,0.141209875,-0.123123823,0.117526654,0.087081669,-0.077886154,-0.077136118,-0.008600789
Atrazine déisopropyl;0.012578147039999986;25;0.890385586;0.890385586,0.670962821,0.595151519,-0.466345937,0.437332193,-0.294428062,-0.28808944,-0.280043001,-0.263920493,-0.248770658,0.239276531,-0.214545865,-0.209755424,-0.207415666,0.185029809,0.182013896,0.171562893,-0.170933786,-0.162484572,-0.156147281,-0.1345057,0.067666281,-0.054890079,0.024692373,0.002655738
Mercaptodiméthur;-0.012557535642857137;14;0.822472822;0.822472822,-0.528404869,0.379869781,0.362679888,-0.344788175,-0.284573291,-0.270254206,-0.226305255,0.181986409,-0.164080041,-0.150919945,0.055704251,-0.006648645,-0.002544223
Mecoprop-1-octyl ester;-0.012419840333333342;18;-0.640187583;-0.640187583,0.572864101,0.483628738,-0.480791457,0.473965831,0.45404525,-0.394584585,-0.394102365,-0.374499921,0.367610823,-0.365708983,0.326427195,-0.178774975,-0.161505968,0.129444407,-0.104010193,0.040800337,0.021822222
Aldrine;-0.012352328080000013;25;0.923406728;0.923406728,-0.785945605,-0.656710745,-0.495414692,0.495159033,-0.445962234,0.383040412,0.350536389,-0.344788175,-0.340536887,0.318490951,0.302813142,-0.289246064,-0.25790772,0.255978846,-0.199740152,0.188092704,0.181986409,-0.164080041,0.144987314,0.130020327,0.072784493,-0.047236804,-0.015903337,-0.012632494
Dieldrine;-0.012352328080000013;25;0.923406728;0.923406728,-0.785945605,-0.656710745,-0.495414692,0.495159033,-0.445962234,0.383040412,0.350536389,-0.344788175,-0.340536887,0.318490951,0.302813142,-0.289246064,-0.25790772,0.255978846,-0.199740152,0.188092704,0.181986409,-0.164080041,0.144987314,0.130020327,0.072784493,-0.047236804,-0.015903337,-0.012632494
Hexachlorobenzène;-0.012352328080000013;25;0.923406728;0.923406728,-0.785945605,-0.656710745,-0.495414692,0.495159033,-0.445962234,0.383040412,0.350536389,-0.344788175,-0.340536887,0.318490951,0.302813142,-0.289246064,-0.25790772,0.255978846,-0.199740152,0.188092704,0.181986409,-0.164080041,0.144987314,0.130020327,0.072784493,-0.047236804,-0.015903337,-0.012632494
2,4,5-T;0.011802500700000001;10;0.811917695;0.811917695,0.543730134,-0.501743917,0.416968181,-0.370912458,-0.341633001,-0.292070036,0.232325856,-0.207652044,-0.172905403
Dinosèbe;0.011802500700000001;10;0.811917695;0.811917695,0.543730134,-0.501743917,0.416968181,-0.370912458,-0.341633001,-0.292070036,0.232325856,-0.207652044,-0.172905403
Isoxaben;0.0116608544;25;0.852506308;0.852506308,0.567996677,-0.536854002,0.504996197,0.472275237,-0.458864877,-0.407458462,0.355306201,-0.351548913,-0.287627502,0.250087404,-0.20698467,-0.188476099,-0.176648519,-0.164153301,0.161618095,0.136911006,-0.123585395,-0.09272351,0.091427173,-0.060293341,-0.056470722,0.021463087,-0.006711385,-0.004665327
Méthoxychlore;0.011643598319999981;25;0.881984951;0.881984951,-0.807491598,-0.580307065,-0.549843953,0.495045645,-0.422592881,0.414812671,-0.413614396,0.391457517,-0.344693455,0.316604025,0.28901187,0.252966317,0.244498778,-0.227837383,-0.199567573,0.185396933,0.146362504,0.144086218,0.115279772,-0.099032144,0.095877019,-0.048689393,0.009608022,0.001767557
Diméthomorphe;0.0115754144;25;0.84345058;0.84345058,0.586109389,-0.536854002,0.499927468,0.472275237,-0.458864877,-0.407458462,0.355306201,-0.355266581,0.292821688,-0.287627502,-0.20698467,-0.188476099,-0.176648519,-0.164153301,0.163851606,0.161618095,0.136911006,-0.123585395,-0.101820347,-0.079799276,-0.060293341,-0.049624334,-0.046892291,0.021463087
Diflubenzuron;-0.01139413816000002;25;0.745317651;0.745317651,-0.547317287,0.541782084,0.532903009,0.482568257,-0.422242703,-0.394026447,0.372337159,-0.34135022,-0.268333344,-0.202522171,-0.165829559,0.163432075,-0.150750927,-0.147211438,0.143044139,-0.138599177,-0.127686997,-0.126803003,-0.12522973,-0.12006049,0.090149468,-0.044350185,-0.024576133,-0.009497485
Acetamiprid;-0.01112368974999999;20;0.638491627;0.638491627,-0.62320658,0.573909972,-0.496380332,0.490384564,0.450117822,-0.399885228,-0.363197175,-0.361447146,0.350013926,-0.253904767,0.241309398,-0.20368994,-0.152864417,-0.132629627,-0.083123689,0.067522138,0.063131793,-0.032209263,0.005183129
Endrine;0.01075750199999998;25;0.859415653;0.859415653,-0.785945605,-0.656710745,0.613717119,-0.495414692,-0.445962234,0.438034351,-0.344788175,-0.340536887,0.337750765,0.323336049,0.302813142,-0.25790772,0.256646751,0.255978846,0.241042116,-0.199740152,0.191057734,0.181986409,-0.164080041,-0.160425373,0.144987314,-0.047236804,0.033552223,-0.012632494
Pyrifenox;-0.010718218240000006;25;0.875962731;0.875962731,0.733001967,0.584962831,0.466900311,0.428519746,-0.365624032,-0.363963223,-0.361606091,-0.358564253,-0.351136328,-0.342985782,-0.315978972,-0.31188466,-0.269239534,-0.222925852,-0.217676944,0.188869934,-0.153596764,-0.094838616,0.092437437,0.080565185,0.060559283,-0.05834431,0.012186771,-0.003556291
Dichlobenil;-0.010574086679999985;25;0.834837708;0.834837708,-0.712905793,-0.620485067,0.514208341,0.479499398,-0.401590239,0.358945356,0.338863933,-0.335474135,-0.325518833,-0.320687427,0.317121482,-0.280188848,-0.2794567,-0.271595662,0.263805012,-0.239434695,0.199849947,-0.13833429,0.131655676,0.088121693,0.071137558,0.058286876,0.044778329,-0.039791787
Isodrine;0.010547895959999977;25;0.859415653;0.859415653,-0.785945605,-0.656710745,0.613717119,-0.495414692,-0.445962234,0.438034351,-0.344788175,-0.340536887,0.337750765,0.323336049,0.302813142,-0.25790772,0.256646751,0.255978846,0.241042116,-0.199740152,0.191057734,0.181986409,-0.164080041,-0.160425373,0.144987314,-0.047236804,0.033552223,-0.017872645
Chloro-4 Méthylphénol-3;-0.010294590480000018;25;0.909919543;0.909919543,0.718525507,-0.513363314,-0.468295526,0.45643533,-0.432768659,-0.423552321,-0.382964491,-0.382473273,-0.380266191,0.377540895,0.367817201,-0.327832557,0.327759662,0.28606037,-0.278827709,0.260401906,-0.234494723,-0.206151847,0.157978805,-0.147413447,-0.099721291,0.081000792,0.052995363,0.024325213
Endosulfan alpha;-0.009438876039999988;25;0.922226228;0.922226228,-0.785945605,-0.656710745,-0.495414692,0.479664488,-0.445962234,0.37905858,0.371350101,-0.344788175,-0.340536887,0.331993065,0.302813142,-0.277905221,-0.25790772,0.255978846,0.204489027,-0.199740152,0.181986409,-0.164080041,0.144987314,0.137404445,0.091664611,-0.047236804,-0.012632494,-0.010727387
Endosulfan bêta;-0.009438876039999988;25;0.922226228;0.922226228,-0.785945605,-0.656710745,-0.495414692,0.479664488,-0.445962234,0.37905858,0.371350101,-0.344788175,-0.340536887,0.331993065,0.302813142,-0.277905221,-0.25790772,0.255978846,0.204489027,-0.199740152,0.181986409,-0.164080041,0.144987314,0.137404445,0.091664611,-0.047236804,-0.012632494,-0.010727387
Penconazole;-0.00942925774999999;16;0.690276859;0.690276859,-0.490401779,0.443869156,0.442828277,0.362011686,-0.33574926,-0.333629611,-0.303756713,-0.298362338,-0.136906335,-0.103499998,-0.060810002,-0.046770946,0.01453219,0.012426941,-0.006926251
Chlordane bêta;0.009393874560000003;25;0.758459696;0.758459696,0.630260325,-0.547317287,0.532903009,-0.422242703,-0.421433191,-0.416712192,-0.394026447,0.379015892,0.372337159,0.368911481,-0.268333344,-0.165281797,0.163432075,-0.150750927,-0.147211438,0.143044139,-0.138599177,-0.126803003,-0.12006049,0.094086997,0.09356383,0.086530575,-0.044350185,-0.024576133
Dichlofluanide;-0.009331966750000023;12;-0.889278543;-0.889278543,0.616203689,-0.6,0.54841966,0.280960347,-0.228988251,0.21061617,-0.198462511,0.098274105,0.07599696,-0.040885445,0.015160218
Dihexyl phtalate;0.009331966750000023;12;0.889278543;0.889278543,-0.616203689,0.6,-0.54841966,-0.280960347,0.228988251,-0.21061617,0.198462511,-0.098274105,-0.07599696,0.040885445,-0.015160218
OctylButylPhtalate;0.009331966750000023;12;0.889278543;0.889278543,-0.616203689,0.6,-0.54841966,-0.280960347,0.228988251,-0.21061617,0.198462511,-0.098274105,-0.07599696,0.040885445,-0.015160218
Dichlorophène;0.009324533181818166;22;0.776833147;0.776833147,0.683221899,-0.561132303,0.490934455,-0.48850421,0.46929617,-0.446291428,-0.426090341,0.377159722,-0.358378172,-0.337318922,0.313903114,-0.312566489,0.294732351,-0.137613259,0.13596273,-0.127496632,-0.120543668,-0.109949748,0.108192817,-0.034374241,0.015162738
Dibenzo(a,h)anthracène;-0.009286019833333352;24;-0.533860383;-0.533860383,0.51717303,-0.455510541,0.428295611,0.37588172,-0.363848971,-0.360274279,-0.325628167,-0.318026332,0.279593879,-0.235542647,0.208376269,0.168221589,-0.166189546,0.157926624,0.151738035,0.142368799,-0.112269739,0.094285534,0.04850012,0.047448744,0.029791499,-0.020751737,0.019436413
Fenhexamid;-0.009078494363636398;22;0.852654963;0.852654963,0.686703289,-0.64486487,-0.633024718,0.573554017,-0.558585399,-0.497309564,0.470335221,-0.3538324,0.318693583,-0.296293583,-0.256777576,0.16865036,0.138672695,0.119556767,-0.119313349,-0.116321871,-0.087536143,0.052696897,0.036628165,-0.031762248,-0.022251112
Clomazone;0.008947239800000006;25;0.849617758;0.849617758,-0.809904392,0.60765566,0.555798689,0.471031119,0.438758778,-0.434635529,-0.369470183,-0.356759052,-0.353094767,0.189862874,0.18597752,-0.17409232,-0.17000428,-0.157612821,-0.136756594,0.10773903,-0.089309606,-0.084128858,-0.082500333,0.038176149,-0.036900055,0.031481128,0.015051105,-0.012300025
Fenpropathrine;0.008888425360000004;25;0.629726702;0.629726702,0.562841121,-0.548252526,-0.48932825,0.446574317,-0.432793838,0.380524709,0.378263534,0.331810375,-0.241332834,-0.239533522,-0.191795927,-0.181304389,-0.172188982,-0.163290014,-0.162585181,0.161753838,0.102986308,0.090471062,-0.048874727,-0.043981535,0.040707572,0.031024643,-0.02531643,0.006104608
Bifenthrine;0.00868675579999999;25;0.915724958;0.915724958,0.702467539,0.550851619,0.422913905,0.409095003,-0.398059362,-0.374057722,-0.332900254,-0.332140938,-0.329338615,-0.319593071,-0.318595755,-0.315625891,-0.310472258,0.263530918,0.236135588,-0.226901767,-0.182039042,-0.170631748,0.121823547,0.119217388,0.099057328,-0.036182229,0.024492754,-0.001603
Perméthrine;0.00865059396;25;0.78788655;0.78788655,0.622710757,-0.571243772,-0.561450376,0.464832026,-0.406158289,-0.398337001,0.393871792,-0.363010164,-0.336090616,-0.332203073,0.321050005,-0.298039948,0.279843412,0.277027586,-0.251724123,-0.233441933,0.233231821,0.217503295,0.145163236,0.128577298,0.078585196,0.023330346,-0.003710858,-0.001938318
Hexachlorocyclohexane bêta;0.008444896079999993;25;0.880423072;0.880423072,-0.785945605,-0.656710745,0.566628875,-0.495414692,-0.445962234,0.417762418,-0.365189806,0.359505071,-0.340536887,0.311190426,0.302813142,0.272930321,0.255978846,0.221624692,-0.209200432,-0.199740152,-0.187921577,0.181986409,0.181467694,-0.164080041,0.144987314,-0.047236804,0.024395591,-0.012632494
